Datum;Liga;Typ;Runde;Heim;Gast;Spielort_Name;Straße;PLZ;Ort;Latitude;Longitude;Quelle
2025-10-19 18:00:00;DSG Oberliga A;Männer;7. Runde;DSG Kollegium / Kalksburg;DSG Sonntag 2012;Sportunion Schönbrunn;Hervicusg. 13-15;1120;Wien;48.166628;16.304792;https://www.oefb.at/bewerbe/Spiel/3871522/?DSG-Kollegium-Kalksburg-vs-DSG-Sonntag-2012
2025-10-19 18:00:00;DSG Reserve;Männer;7. Runde;Dsg Celtic Salmannsd.;DSG Los Andes FC;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3872636/?Dsg-Celtic-Salmannsd-vs-DSG-Los-Andes-FC
2025-10-19 18:00:00;DSG Unterliga B;Männer;7. Runde;Dsg Celtic Hernals;DSG District West AS;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3872103/?Dsg-Celtic-Hernals-vs-DSG-District-West-AS
2025-10-19 18:30:00;DSG LIGA;Männer;7. Runde;Dsg Spice Balls;DSG SUSA Vienna;Franz Koci Anlage;Franz Koci-Straße 1;1100;Wien;48.144813;16.395031;https://www.oefb.at/bewerbe/Spiel/3871260/?Dsg-Spice-Balls-vs-DSG-SUSA-Vienna
2025-10-19 18:30:00;DSG 2. Klasse A;Männer;7. Runde;DSG O Jessas;DSG Danubia CSV FC;NAC;Grinzinger Straße 111;1190;Wien;48.254256;16.360667;https://www.oefb.at/bewerbe/Spiel/3872397/?DSG-O-Jessas-vs-DSG-Danubia-CSV-FC
2025-10-19 19:15:00;DSG 2. Klasse B;Männer;7. Runde;Dsg Panda;ASK Erlaa Torpedo 03 1b;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3872504/?Dsg-Panda-vs-ASK-Erlaa-Torpedo-03-1b
2025-10-19 19:30:00;DSG Unterliga B;Männer;7. Runde;Dsg Endstation Hernals;DSG Wiener SK Lation;Post Sportanlage;Roggendorfg. 2;1170;Wien;48.223531;16.32412;https://www.oefb.at/bewerbe/Spiel/3872093/?Dsg-Endstation-Hernals-vs-DSG-Wiener-SK-Lation
2025-10-19 19:45:00;DSG 1. Klasse A;Männer;7. Runde;DSG Atemnot;DSG Los Andes FC;Kinkplatz - Austria 13;Kinkplatz;1140;Wien;48.199991;16.276404;https://www.oefb.at/bewerbe/Spiel/3872187/?DSG-Atemnot-vs-DSG-Los-Andes-FC
2025-10-19 20:00:00;DSG Unterliga B;Männer;7. Runde;DSG Vienna Vibes;DSG Hotel Kalcio;Wienerberg Arena;Computerstr. 3;1100;Wien;48.157919;16.3396;https://www.oefb.at/bewerbe/Spiel/3872047/?DSG-Vienna-Vibes-vs-DSG-Hotel-Kalcio
2025-10-19 20:00:00;DSG Oberliga B;Männer;7. Runde;Dsg Celtic Salmannsd.;DSG Royal Vienna;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3871528/?Dsg-Celtic-Salmannsd-vs-DSG-Royal-Vienna
2025-10-19 20:00:00;DSG 1. Klasse B;Männer;7. Runde;Dsg Blue Danube;Dsg V.E.T.;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3872379/?Dsg-Blue-Danube-vs-Dsg-V-E-T-
2025-10-19 20:10:00;DSG Reserve;Männer;7. Runde;DSG Paulaner Wieden;DSG Ukraina Wien SKV;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3872541/?DSG-Paulaner-Wieden-vs-DSG-Ukraina-Wien-SKV
2025-10-19 20:15:00;DSG Oberliga B;Männer;7. Runde;DSG Billroth Fc;Dsg O.St.Veit.Bierstube;Fortuna 05;Krottenbachstr. 53;1190;Wien;48.240363;16.335761;https://www.oefb.at/bewerbe/Spiel/3871550/?DSG-Billroth-Fc-vs-Dsg-O-St-Veit-Bierstube
2025-10-20 20:15:00;DSG Senioren 1A;Männer;4. Runde;DSV Fortuna 05 Sen.;TWL Elektra Sen.;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3945997/?DSV-Fortuna-05-Sen-vs-TWL-Elektra-Sen-
2025-10-20 20:15:00;DSG Senioren 1A;Männer;4. Runde;Wiener Sport-Club Sen.;DSG Twentyone Sen.;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3945986/?Wiener-Sport-Club-Sen-vs-DSG-Twentyone-Sen-
2025-10-20 20:30:00;DSG 2. Klasse B;Männer;7. Runde;DSG Equipo;DSG Finanzprofis Wr. Neustadt;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3872465/?DSG-Equipo-vs-DSG-Finanzprofis-Wr-Neustadt
2025-10-21 20:15:00;DSG Senioren 1A;Männer;4. Runde;Wien United 05 Sen.;Marianum Sen.;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3945991/?Wien-United-05-Sen-vs-Marianum-Sen-
2025-10-22 19:45:00;DSG 2. Klasse A;Männer;7. Runde;Marianum 1b;Marswiese 1b;Post Sportanlage;Roggendorfg. 2;1170;Wien;48.223531;16.32412;https://www.oefb.at/bewerbe/Spiel/3872446/?Marianum-1b-vs-Marswiese-1b
2025-10-23 20:15:00;DSG Senioren 2;Männer;4. Runde;DSG Dynama*Dynamo Donau FC;DSG Vienna Internationals Sen.;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3945883/?DSG-Dynama-Dynamo-Donau-FC-vs-DSG-Vienna-Internationals-Sen-
2025-10-23 20:15:00;DSG Senioren 2;Männer;4. Runde;DSG Inklusiver Spielerpass FC Sen.;DSG Rudolfsheim I.F. Sen.;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3945884/?DSG-Inklusiver-Spielerpass-FC-Sen-vs-DSG-Rudolfsheim-I-F-Sen-
2025-10-23 20:15:00;DSG Oberliga A;Männer;7. Runde;DSG Mödling;DSG Ebu Hanife Wien;Rapid Oberlaa;Franzosenweg 34;1100;Wien;48.139637;16.38679;https://www.oefb.at/bewerbe/Spiel/3871448/?DSG-Moedling-vs-DSG-Ebu-Hanife-Wien
2025-10-24 18:00:00;Wiener Stadtliga;Männer;11. Runde;Red Star Penzing;FAC Wien Amat.;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3873682/?Red-Star-Penzing-vs-FAC-Wien-Amat-
2025-10-24 18:00:00;2. Landesliga;Männer;11. Runde;SC Ostbahn XI;Gersthofer SV;Ostbahn 11;Hasenleitengasse 49;1110;Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3913040/?SC-Ostbahn-XI-vs-Gersthofer-SV
2025-10-24 18:00:00;ADMIRAL 2. Liga;Männer;11. Runde;First Vienna FC 1894;Admira Wacker;Naturarena Hohe Warte;Klabundgasse;1190;Wien;48.247428;16.359464;https://www.oefb.at/bewerbe/Spiel/3886141/?First-Vienna-FC-1894-vs-Admira-Wacker
2025-10-24 19:00:00;Regionalliga Ost;Männer;13. Runde;SV Donau;Wiener Sport-Club;WFV-22 Hirschstetten;Oberfeldgasse 41;1220;Wien;48.241394;16.473635;https://www.oefb.at/bewerbe/Spiel/3920477/?SV-Donau-vs-Wiener-Sport-Club
2025-10-24 19:00:00;DSG Frauen/Mädchen;Frauen;7. Runde;DSG Paulaner Wieden 1c;DSG Rudolfsheim I.F.;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3873321/?DSG-Paulaner-Wieden-1c-vs-DSG-Rudolfsheim-I-F-
2025-10-24 19:00:00;DSG Frauen/Mädchen;Frauen;7. Runde;DSG Union Latina;DSG Nero Diavolo;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3873282/?DSG-Union-Latina-vs-DSG-Nero-Diavolo
2025-10-24 19:10:00;Regionalliga Ost;Männer;13. Runde;FavAC;SV Klöcher Bau Oberwart;FavAC;Kennerg. 3;1100;Wien;48.170987;16.382252;https://www.oefb.at/bewerbe/Spiel/3920296/?FavAC-vs-SV-Kloecher-Bau-Oberwart
2025-10-24 19:30:00;Frauen 1. Klasse;Frauen;9. Runde;USC Landhaus 1c;ASK Erlaa Torpedo 03;Union Landhaus;Jochbergengasse;1210;Wien;48.279498;16.40318;https://www.oefb.at/bewerbe/Spiel/3878141/?USC-Landhaus-1c-vs-ASK-Erlaa-Torpedo-03
2025-10-24 19:45:00;Frauen 2. Klasse ;Frauen;9. Runde;ASK Erlaa Torpedo 03 1b;FC Hernalser Spartans;ASK Erlaa;Meischlgasse 26;1230;Wien;48.141549296954906;16.3216495513916;https://www.oefb.at/bewerbe/Spiel/3885480/?ASK-Erlaa-Torpedo-03-1b-vs-FC-Hernalser-Spartans
2025-10-24 20:00:00;Wiener Frauen Landesliga;Frauen;9. Runde;SK Rapid 1b;Essling;Allianz Stadion / Trainingsplätze;Gerhard Hanappi Platz 1;1140;Wien;48.19799058337352;16.265119314193726;https://www.oefb.at/bewerbe/Spiel/3877894/?SK-Rapid-1b-vs-Essling
2025-10-24 20:15:00;DSG Frauen/Mädchen;Frauen;7. Runde;Marswiese;DSG Twentyone;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3873327/?Marswiese-vs-DSG-Twentyone
2025-10-24 20:15:00;DSG Frauen/Mädchen;Frauen;7. Runde;DSG Dornbach Sox;DSG WU Kickers;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3873349/?DSG-Dornbach-Sox-vs-DSG-WU-Kickers
2025-10-25 11:00:00;Oberliga B Reserve;Männer;9. Runde;Royal Persia;UFK Schwemm;Donau;Weissauweg 1;1220;Wien;48.230013;16.421625;https://www.oefb.at/bewerbe/Spiel/3882327/?Royal-Persia-vs-UFK-Schwemm
2025-10-25 12:00:00;Oberliga A Reserve;Männer;9. Runde;Gradisce;Inzersdorf;Gem.Wien 10, Eibesbrunnerg.;Eibesbrunnergasse 13;1100;Wien;48.16619991249413;16.336755752563477;https://www.oefb.at/bewerbe/Spiel/3882027/?Gradisce-vs-Inzersdorf
2025-10-25 12:00:00;2. Landesliga;Männer;11. Runde;Sportunion Schönbrunn;A11 - R.Oberlaa;Sportunion Schönbrunn;Hervicusg. 13-15;1120;Wien;48.166628;16.304792;https://www.oefb.at/bewerbe/Spiel/3913179/?Sportunion-Schoenbrunn-vs-A11-R-Oberlaa
2025-10-25 12:00:00;Wiener Frauen Landesliga;Frauen;9. Runde;Mariahilf;SU Schönbrunn;SGP Simmering;Leberstr. 84;1110;Wien;48.1728;16.407439;https://www.oefb.at/bewerbe/Spiel/3877936/?Mariahilf-vs-SU-Schoenbrunn
2025-10-25 13:00:00;Oberliga B;Männer;9. Runde;Royal Persia;UFK Schwemm;Donau;Weissauweg 1;1220;Wien;48.230013;16.421625;https://www.oefb.at/bewerbe/Spiel/3882437/?Royal-Persia-vs-UFK-Schwemm
2025-10-25 13:30:00;Oberliga A Reserve;Männer;9. Runde;Liesing ASK;Kurdroj;Liesing;Siebenhirtenstraße 14;1230;Wien;48.133841;16.291942;https://www.oefb.at/bewerbe/Spiel/3881946/?Liesing-ASK-vs-Kurdroj
2025-10-25 13:30:00;Frauen 1. Klasse;Frauen;9. Runde;FSC Favoriten;Paulaner Wieden;Wienerberg Arena;Computerstr. 3;1100;Wien;48.157919;16.3396;https://www.oefb.at/bewerbe/Spiel/3878135/?FSC-Favoriten-vs-Paulaner-Wieden
2025-10-25 13:45:00;Oberliga B Reserve;Männer;9. Runde;KSC / FCB Donaustadt;SC Großfeld;Donaustadt - Gemeinde Wien 22;Am Langen Felde 60;1220;Wien;48.250398;16.449018;https://www.oefb.at/bewerbe/Spiel/3882391/?KSC-FCB-Donaustadt-vs-SC-Grossfeld
2025-10-25 14:00:00;Frauen 1. Klasse;Frauen;9. Runde;Mariahilf 1b;SC Pötzleinsdorf;SGP Simmering;Leberstr. 84;1110;Wien;48.1728;16.407439;https://www.oefb.at/bewerbe/Spiel/3878223/?Mariahilf-1b-vs-SC-Poetzleinsdorf
2025-10-25 14:00:00;Oberliga A;Männer;9. Runde;Gradisce;Inzersdorf;Gem.Wien 10, Eibesbrunnerg.;Eibesbrunnergasse 13;1100;Wien;48.16619991249413;16.336755752563477;https://www.oefb.at/bewerbe/Spiel/3881998/?Gradisce-vs-Inzersdorf
2025-10-25 14:00:00;1. Klasse B;Männer;9. Runde;Elite;Wollers Komet;Leopoldau;Eipeldauerstr. 6;1210;Wien;48.262302;16.435964;https://www.oefb.at/bewerbe/Spiel/3884947/?Elite-vs-Wollers-Komet
2025-10-25 14:00:00;Oberliga A;Männer;9. Runde;Wiener Akademik;Triester;Helfort;Kendlerstr. 42;1160;Wien;48.205946;16.310258;https://www.oefb.at/bewerbe/Spiel/3882160/?Wiener-Akademik-vs-Triester
2025-10-25 14:00:00;Oberliga A;Männer;9. Runde;Ober St.Veit;Kalksburg-Rodaun;ASVÖ 13;Linienamtsg. 7;1130;Wien;48.163089;16.276184;https://www.oefb.at/bewerbe/Spiel/3882018/?Ober-St-Veit-vs-Kalksburg-Rodaun
2025-10-25 14:00:00;Oberliga A;Männer;9. Runde;Wiener Sport-Club 1b;FC Bhf. Favoriten;Trainingszentrum Wr. Sportklub;Erdbrustgasse 4-18;1160;Wien;48.215234;16.303975;https://www.oefb.at/bewerbe/Spiel/3882008/?Wiener-Sport-Club-1b-vs-FC-Bhf-Favoriten
2025-10-25 14:00:00;Oberliga A;Männer;9. Runde;Rennweger SV;Sportunion Mauer 1b;Rennweg;Grasbergerg. 18;1030;Wien;48.183499;16.398671;https://www.oefb.at/bewerbe/Spiel/3882148/?Rennweger-SV-vs-Sportunion-Mauer-1b
2025-10-25 14:00:00;1. Klasse B;Männer;9. Runde;Football ProSchool Vienna;WBC-IX;ASKÖ XX;Hopsagasse 5;1200;Wien;48.247288;16.371731;https://www.oefb.at/bewerbe/Spiel/3884813/?Football-ProSchool-Vienna-vs-WBC-IX
2025-10-25 14:00:00;Wiener Stadtliga;Männer;11. Runde;Hellas Kagran;SV Dinamo Helfort;Hellas Kagran Sport-Arena;Natorpgasse 2;1220;Wien;48.241765;16.444089;https://www.oefb.at/bewerbe/Spiel/3873412/?Hellas-Kagran-vs-SV-Dinamo-Helfort
2025-10-25 14:00:00;Oberliga B Reserve;Männer;9. Runde;Marswiese;Süssenbrunn;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3882295/?Marswiese-vs-Suessenbrunn
2025-10-25 14:30:00;2. Landesliga;Männer;11. Runde;Post SV;Columbia Floridsdorf;Post Sportanlage;Roggendorfg. 2;1170;Wien;48.223531;16.32412;https://www.oefb.at/bewerbe/Spiel/3912863/?Post-SV-vs-Columbia-Floridsdorf
2025-10-25 15:00:00;Wiener Stadtliga;Männer;11. Runde;1980 Wien;1.Simmeringer SC;Franz Koci Anlage;Franz Koci-Straße 1;1100;Wien;48.144813;16.395031;https://www.oefb.at/bewerbe/Spiel/3873763/?1980-Wien-vs-1-Simmeringer-SC
2025-10-25 15:00:00;2. Landesliga;Männer;11. Runde;ASV 13;Ankerbrot;ASVÖ 13;Linienamtsg. 7;1130;Wien;48.163089;16.276184;https://www.oefb.at/bewerbe/Spiel/3913231/?ASV-13-vs-Ankerbrot
2025-10-25 15:00:00;Frauen 2. Klasse ;Frauen;9. Runde;Altera Porta 1c;GEPS 21 FC;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3885474/?Altera-Porta-1c-vs-GEPS-21-FC
2025-10-25 15:00:00;2. Landesliga;Männer;11. Runde;DSV Fortuna 05;NAC;Fortuna 05;Krottenbachstr. 53;1190;Wien;48.240363;16.335761;https://www.oefb.at/bewerbe/Spiel/3913048/?DSV-Fortuna-05-vs-NAC
2025-10-25 15:30:00;Oberliga A;Männer;9. Runde;Liesing ASK;Kurdroj;Liesing;Siebenhirtenstraße 14;1230;Wien;48.133841;16.291942;https://www.oefb.at/bewerbe/Spiel/3882118/?Liesing-ASK-vs-Kurdroj
2025-10-25 15:30:00;Regionalliga Ost;Männer;13. Runde;Wiener Viktoria;TWL Elektra;Wr. Viktoria;Oswaldg. 34;1120;Wien;48.167696;16.324931;https://www.oefb.at/bewerbe/Spiel/3920528/?Wiener-Viktoria-vs-TWL-Elektra
2025-10-25 16:00:00;Oberliga A Reserve;Männer;9. Runde;Wiener Akademik;Triester;Helfort;Kendlerstr. 42;1160;Wien;48.205946;16.310258;https://www.oefb.at/bewerbe/Spiel/3882122/?Wiener-Akademik-vs-Triester
2025-10-25 16:00:00;Wiener Stadtliga;Männer;11. Runde;FC Stadlau;SV Schwechat;Stadlau;Erzherzog Karl Str. 108;1220;Wien;48.230244;16.450798;https://www.oefb.at/bewerbe/Spiel/3873713/?FC-Stadlau-vs-SV-Schwechat
2025-10-25 16:00:00;Oberliga A Reserve;Männer;9. Runde;Ober St.Veit;Kalksburg-Rodaun;ASVÖ 13;Linienamtsg. 7;1130;Wien;48.163089;16.276184;https://www.oefb.at/bewerbe/Spiel/3882224/?Ober-St-Veit-vs-Kalksburg-Rodaun
2025-10-25 16:00:00;Oberliga B;Männer;9. Runde;Torin Adler;Aspern;Ostbahn 11;Hasenleitengasse 49;1110;Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3882316/?Torin-Adler-vs-Aspern
2025-10-25 16:00:00;1. Klasse B Reserve;Männer;9. Runde;Elite;Wollers Komet;Leopoldau;Eipeldauerstr. 6;1210;Wien;48.262302;16.435964;https://www.oefb.at/bewerbe/Spiel/3885006/?Elite-vs-Wollers-Komet
2025-10-25 16:00:00;Oberliga B;Männer;9. Runde;KSC / FCB Donaustadt;SC Großfeld;Donaustadt - Gemeinde Wien 22;Am Langen Felde 60;1220;Wien;48.250398;16.449018;https://www.oefb.at/bewerbe/Spiel/3882396/?KSC-FCB-Donaustadt-vs-SC-Grossfeld
2025-10-25 16:00:00;Wiener Stadtliga;Männer;11. Runde;First Vienna FC 1894 Amat.;SV Wienerberg 1921;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3873481/?First-Vienna-FC-1894-Amat-vs-SV-Wienerberg-1921
2025-10-25 16:00:00;1. Klasse B;Männer;9. Runde;Patron Wien;FC Brigittenau;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3885057/?Patron-Wien-vs-FC-Brigittenau
2025-10-25 16:00:00;Oberliga B;Männer;9. Runde;1210 Wien;Gartenstadt;Nord Wien Platz;Jedlersdorfer Platz 25;1210;Wien;48.28306;16.409595;https://www.oefb.at/bewerbe/Spiel/3882260/?1210-Wien-vs-Gartenstadt
2025-10-25 16:15:00;Oberliga B;Männer;9. Runde;Marswiese;Süssenbrunn;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3882360/?Marswiese-vs-Suessenbrunn
2025-10-25 17:15:00;DSG-Cup;Männer;3. Runde;Dsg Spice Balls;DSG Wolf Park Rangers;Franz Koci Anlage;Franz Koci-Straße 1;1100;Wien;48.144813;16.395031;https://www.oefb.at/bewerbe/Spiel/3974073/?Dsg-Spice-Balls-vs-DSG-Wolf-Park-Rangers
2025-10-25 18:00:00;Oberliga B Reserve;Männer;9. Runde;Torin Adler;Aspern;Ostbahn 11;Hasenleitengasse 49;1110;Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3882517/?Torin-Adler-vs-Aspern
2025-10-25 18:00:00;1. Klasse B Reserve;Männer;9. Runde;Patron Wien;FC Brigittenau;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3885034/?Patron-Wien-vs-FC-Brigittenau
2025-10-25 18:00:00;1. Klasse A;Männer;9. Runde;FavAC 1b;Yellow Star;FavAC;Kennerg. 3;1100;Wien;48.170987;16.382252;https://www.oefb.at/bewerbe/Spiel/3884477/?FavAC-1b-vs-Yellow-Star
2025-10-25 19:00:00;DSG-Cup;Männer;3. Runde;DSG Südtirol 07;DSG Torpedo Lainz;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3973741/?DSG-Suedtirol-07-vs-DSG-Torpedo-Lainz
2025-10-25 20:00:00;ADMIRAL 2. Liga;Männer;11. Runde;SK Rapid II;SC Austria Lustenau;Allianz Stadion;Gerhard Hanappi Platz 1;1140;Wien;48.197339;16.265628;https://www.oefb.at/bewerbe/Spiel/3885989/?SK-Rapid-II-vs-SC-Austria-Lustenau
2025-10-25 20:00:00;DSG-Cup;Männer;3. Runde;DSG District West AS;DSG Pötzleinsdorf 1.SC;Slovan HAC;Steinbruchstr. 5a;1140;Wien;48.204405;16.305012;https://www.oefb.at/bewerbe/Spiel/3974706/?DSG-District-West-AS-vs-DSG-Poetzleinsdorf-1-SC
2025-10-26 10:00:00;"Frauen ""Newcomer"" Liga";Frauen;9. Runde;LAC-Inter;GEPS 21 FC 1b;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3885315/?LAC-Inter-vs-GEPS-21-FC-1b
2025-10-26 10:00:00;Oberliga A Reserve;Männer;9. Runde;FK Adige;Wacker Wien;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3882034/?FK-Adige-vs-Wacker-Wien
2025-10-26 10:30:00;Wiener Stadtliga;Männer;11. Runde;WAF pinova Telekom;Austria XIII Auhof Center;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3873674/?WAF-pinova-Telekom-vs-Austria-XIII-Auhof-Center
2025-10-26 12:00:00;Oberliga A;Männer;9. Runde;FK Adige;Wacker Wien;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3882094/?FK-Adige-vs-Wacker-Wien
2025-10-26 12:00:00;1. Klasse A;Männer;9. Runde;Gipsy Kings Vienna;FC Eintracht Wien;FavAC;Kennerg. 3;1100;Wien;48.170987;16.382252;https://www.oefb.at/bewerbe/Spiel/3884599/?Gipsy-Kings-Vienna-vs-FC-Eintracht-Wien
2025-10-26 12:00:00;1. Klasse A Reserve;Männer;9. Runde;Srbija Wien;ESV Ottakring;Ostbahn 11;Hasenleitengasse 49;1110;Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3884474/?Srbija-Wien-vs-ESV-Ottakring
2025-10-26 12:00:00;1. Klasse A;Männer;9. Runde;Margaretner AC;Penzinger SV;Gem.Wien 10, Eibesbrunnerg.;Eibesbrunnergasse 13;1100;Wien;48.16619991249413;16.336755752563477;https://www.oefb.at/bewerbe/Spiel/3884531/?Margaretner-AC-vs-Penzinger-SV
2025-10-26 13:30:00;1. Klasse B Reserve;Männer;9. Runde;Austria XVII;RB Jedlesee;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3885029/?Austria-XVII-vs-RB-Jedlesee
2025-10-26 13:30:00;1. Klasse A;Männer;9. Runde;Wiener Viktoria 1b;ASK Erlaa Torpedo 03;Wr. Viktoria;Oswaldg. 34;1120;Wien;48.167696;16.324931;https://www.oefb.at/bewerbe/Spiel/3884584/?Wiener-Viktoria-1b-vs-ASK-Erlaa-Torpedo-03
2025-10-26 13:45:00;Oberliga B Reserve;Männer;9. Runde;Marianum;Hirschstetten;Post Sportanlage;Roggendorfg. 2;1170;Wien;48.223531;16.32412;https://www.oefb.at/bewerbe/Spiel/3882479/?Marianum-vs-Hirschstetten
2025-10-26 14:00:00;"Frauen ""Newcomer"" Liga";Frauen;9. Runde;DSG Los Andes FC 1b;1.Simmeringer SC;Stadlau;Erzherzog Karl Str. 108;1220;Wien;48.230244;16.450798;https://www.oefb.at/bewerbe/Spiel/3885325/?DSG-Los-Andes-FC-1b-vs-1-Simmeringer-SC
2025-10-26 14:00:00;1. Klasse A Reserve;Männer;9. Runde;Gipsy Kings Vienna;FC Eintracht Wien;FavAC;Kennerg. 3;1100;Wien;48.170987;16.382252;https://www.oefb.at/bewerbe/Spiel/3884425/?Gipsy-Kings-Vienna-vs-FC-Eintracht-Wien
2025-10-26 14:00:00;Wiener Frauen Landesliga;Frauen;9. Runde;USC Landhaus 1b;Wiener Sport-Club 1b;Union Landhaus;Jochbergengasse;1210;Wien;48.279498;16.40318;https://www.oefb.at/bewerbe/Spiel/3877891/?USC-Landhaus-1b-vs-Wiener-Sport-Club-1b
2025-10-26 14:00:00;1. Klasse A Reserve;Männer;9. Runde;Margaretner AC;Penzinger SV;Gem.Wien 10, Eibesbrunnerg.;Eibesbrunnergasse 13;1100;Wien;48.16619991249413;16.336755752563477;https://www.oefb.at/bewerbe/Spiel/3884490/?Margaretner-AC-vs-Penzinger-SV
2025-10-26 14:15:00;1. Klasse A;Männer;9. Runde;Srbija Wien;ESV Ottakring;Ostbahn 11;Hasenleitengasse 49;1110;Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3884376/?Srbija-Wien-vs-ESV-Ottakring
2025-10-26 14:50:00;Frauen 1. Klasse;Frauen;9. Runde;ASV 13;Dynama*Dynamo Donau FC;ASVÖ 13;Linienamtsg. 7;1130;Wien;48.163089;16.276184;https://www.oefb.at/bewerbe/Spiel/3878214/?ASV-13-vs-Dynama-Dynamo-Donau-FC
2025-10-26 15:30:00;Wiener Frauen Landesliga;Frauen;9. Runde;Wiener Viktoria;Dynama*Dynamo Donau FC;Wr. Viktoria;Oswaldg. 34;1120;Wien;48.167696;16.324931;https://www.oefb.at/bewerbe/Spiel/3877900/?Wiener-Viktoria-vs-Dynama-Dynamo-Donau-FC
2025-10-26 15:30:00;1. Klasse B;Männer;9. Runde;Austria XVII;RB Jedlesee;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3884840/?Austria-XVII-vs-RB-Jedlesee
2025-10-26 16:00:00;1. Klasse A;Männer;9. Runde;Mariahilf;Vienna 2016;SGP Simmering;Leberstr. 84;1110;Wien;48.1728;16.407439;https://www.oefb.at/bewerbe/Spiel/3884493/?Mariahilf-vs-Vienna-2016
2025-10-26 16:00:00;1. Klasse A;Männer;9. Runde;Polska;Penarol Wien;FavAC;Kennerg. 3;1100;Wien;48.170987;16.382252;https://www.oefb.at/bewerbe/Spiel/3884469/?Polska-vs-Penarol-Wien
2025-10-26 16:00:00;Oberliga B;Männer;9. Runde;Marianum;Hirschstetten;Post Sportanlage;Roggendorfg. 2;1170;Wien;48.223531;16.32412;https://www.oefb.at/bewerbe/Spiel/3882481/?Marianum-vs-Hirschstetten
