href,source_url,first_seen_utc
https://www.oefb.at/bewerbe/Spiel/3865832/?SK-Rapid-vs-FC-Red-Bull-Salzburg,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865826/?SV-Oberbank-Ried-vs-FK-Austria-Wien,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865863/?TSV-Egger-Glas-Hartberg-vs-FC-Blau-Weiss-Linz,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865860/?WSG-Tirol-vs-Grazer-AK-1902,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865885/?Grazer-AK-1902-vs-FK-Austria-Wien,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865866/?SK-Rapid-vs-FC-Blau-Weiss-Linz,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865787/?SV-Oberbank-Ried-vs-FC-Red-Bull-Salzburg,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865875/?RZ-Pellets-WAC-vs-SCR-Altach,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865848/?WSG-Tirol-vs-TSV-Egger-Glas-Hartberg,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865883/?LASK-vs-SK-Puntigamer-Sturm-Graz,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
