Datum;Liga;Typ;Runde;Heim;Gast;Heim_Link;Gast_Link;Spielort_Name;Adresse;Latitude;Longitude;Quelle;link;error
2025-11-22 15:00:00;Oberliga B;Mann;13. Runde;KSC / FCB Donaustadt;Marianum;https://vereine.oefb.at/KscFcbDonaustadt/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/RsvMarianumPost17/Mannschaften/Saison-2025-26/KM/Kader/;Donaustadt - Gemeinde Wien 22;Am Langen Felde 60, 1220 Wien;48.250398;16.449018;https://www.oefb.at/bewerbe/Spiel/3882550/?KSC-FCB-Donaustadt-vs-Marianum;https://www.oefb.at/bewerbe/Spiel/3882550/?KSC-FCB-Donaustadt-vs-Marianum;
2025-12-03 19:30:00;Oberliga B;Mann;13. Runde;Aspern;SC Großfeld;https://vereine.oefb.at/SVAspern/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/SCGrossfeld/Mannschaften/Saison-2025-26/KM/Kader/;Aspern;Biberhaufenweg 18, 1220 Wien;48.214871;16.48207;https://www.oefb.at/bewerbe/Spiel/3882500/?Aspern-vs-SC-Grossfeld;https://www.oefb.at/bewerbe/Spiel/3882500/?Aspern-vs-SC-Grossfeld;
2026-03-14 15:15:00;Oberliga B;Mann;14. Runde;UFK Schwemm;Gartenstadt;https://vereine.oefb.at/UfkSchwemm/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/ASVGartenstadt/Mannschaften/Saison-2025-26/KM/Kader/;Union Landhaus;Jochbergengasse, 1210 Wien;48.279498;16.40318;https://www.oefb.at/bewerbe/Spiel/3882281/?UFK-Schwemm-vs-Gartenstadt;https://www.oefb.at/bewerbe/Spiel/3882281/?UFK-Schwemm-vs-Gartenstadt;
2026-03-14 12:00:00;Oberliga B;Mann;14. Runde;Torin Adler;Marianum;https://vereine.oefb.at/FcTorinAdler/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/RsvMarianumPost17/Mannschaften/Saison-2025-26/KM/Kader/;Ostbahn 11;Hasenleitengasse 49, 1110 Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3882253/?Torin-Adler-vs-Marianum;https://www.oefb.at/bewerbe/Spiel/3882253/?Torin-Adler-vs-Marianum;
2026-03-14 15:00:00;Oberliga B;Mann;14. Runde;Hirschstetten;SC Großfeld;https://vereine.oefb.at/SVHirschstetten/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/SCGrossfeld/Mannschaften/Saison-2025-26/KM/Kader/;WFV-22 Hirschstetten;Oberfeldgasse 41, 1220 Wien;48.241394;16.473635;https://www.oefb.at/bewerbe/Spiel/3882297/?Hirschstetten-vs-SC-Grossfeld;https://www.oefb.at/bewerbe/Spiel/3882297/?Hirschstetten-vs-SC-Grossfeld;
2026-03-14 14:30:00;Oberliga B;Mann;14. Runde;KSC / FCB Donaustadt;Marswiese;https://vereine.oefb.at/KscFcbDonaustadt/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/SzMarswiese/Mannschaften/Saison-2025-26/KM/Kader/;Donaustadt - Gemeinde Wien 22;Am Langen Felde 60, 1220 Wien;48.250398;16.449018;https://www.oefb.at/bewerbe/Spiel/3882553/?KSC-FCB-Donaustadt-vs-Marswiese;https://www.oefb.at/bewerbe/Spiel/3882553/?KSC-FCB-Donaustadt-vs-Marswiese;
2026-03-14 17:00:00;Oberliga B;Mann;14. Runde;FCJ Alt-Ottakring;1210 Wien;https://vereine.oefb.at/FCJ/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/1210Wien/Mannschaften/Saison-2025-26/KM/Kader/;Kinkplatz - Austria 13;Kinkplatz, 1140 Wien;48.199991;16.276404;https://www.oefb.at/bewerbe/Spiel/3882470/?FCJ-Alt-Ottakring-vs-1210-Wien;https://www.oefb.at/bewerbe/Spiel/3882470/?FCJ-Alt-Ottakring-vs-1210-Wien;
2026-03-14 16:00:00;Oberliga B;Mann;14. Runde;Royal Persia;Süssenbrunn;https://vereine.oefb.at/FcRoyalPersia/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/ScSuessenbrunn/Mannschaften/Saison-2025-26/KM/Kader/;Donau;Weissauweg 1, 1220 Wien;48.230013;16.421625;https://www.oefb.at/bewerbe/Spiel/3882556/?Royal-Persia-vs-Suessenbrunn;https://www.oefb.at/bewerbe/Spiel/3882556/?Royal-Persia-vs-Suessenbrunn;
2026-03-21 11:00:00;Oberliga B;Mann;15. Runde;FCJ Alt-Ottakring;Hirschstetten;https://vereine.oefb.at/FCJ/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/SVHirschstetten/Mannschaften/Saison-2025-26/KM/Kader/;Kinkplatz - Austria 13;Kinkplatz, 1140 Wien;48.199991;16.276404;https://www.oefb.at/bewerbe/Spiel/3882566/?FCJ-Alt-Ottakring-vs-Hirschstetten;https://www.oefb.at/bewerbe/Spiel/3882566/?FCJ-Alt-Ottakring-vs-Hirschstetten;
2026-03-21 16:15:00;Oberliga B;Mann;15. Runde;Marswiese;Torin Adler;https://vereine.oefb.at/SzMarswiese/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/FcTorinAdler/Mannschaften/Saison-2025-26/KM/Kader/;Marswiese;Neuwaldegger Str. 57a, 1170 Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3882547/?Marswiese-vs-Torin-Adler;https://www.oefb.at/bewerbe/Spiel/3882547/?Marswiese-vs-Torin-Adler;
2026-03-21 17:30:00;Oberliga B;Mann;15. Runde;SR Donaufeld 1b;SC Großfeld;https://vereine.oefb.at/SR-Donaufeld/Mannschaften/Saison-2025-26/KM-1b/Kader/;https://vereine.oefb.at/SCGrossfeld/Mannschaften/Saison-2025-26/KM/Kader/;Donaufeld;Nordmanngasse 24, 1210 Wien;48.250543;16.418322;https://www.oefb.at/bewerbe/Spiel/3882311/?SR-Donaufeld-1b-vs-SC-Grossfeld;https://www.oefb.at/bewerbe/Spiel/3882311/?SR-Donaufeld-1b-vs-SC-Grossfeld;
2026-03-21 14:15:00;Oberliga B;Mann;15. Runde;Süssenbrunn;UFK Schwemm;https://vereine.oefb.at/ScSuessenbrunn/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/UfkSchwemm/Mannschaften/Saison-2025-26/KM/Kader/;Süssenbrunn;Pehamg. 6, 1220 Wien;48.277874;16.491976;https://www.oefb.at/bewerbe/Spiel/3882290/?Suessenbrunn-vs-UFK-Schwemm;https://www.oefb.at/bewerbe/Spiel/3882290/?Suessenbrunn-vs-UFK-Schwemm;
2026-03-21 14:30:00;Oberliga B;Mann;15. Runde;KSC / FCB Donaustadt;1210 Wien;https://vereine.oefb.at/KscFcbDonaustadt/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/1210Wien/Mannschaften/Saison-2025-26/KM/Kader/;Donaustadt - Gemeinde Wien 22;Am Langen Felde 60, 1220 Wien;48.250398;16.449018;https://www.oefb.at/bewerbe/Spiel/3882318/?KSC-FCB-Donaustadt-vs-1210-Wien;https://www.oefb.at/bewerbe/Spiel/3882318/?KSC-FCB-Donaustadt-vs-1210-Wien;
2026-03-22 16:00:00;Oberliga B;Mann;15. Runde;Marianum;Royal Persia;https://vereine.oefb.at/RsvMarianumPost17/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/FcRoyalPersia/Mannschaften/Saison-2025-26/KM/Kader/;Post Sportanlage;Roggendorfg. 2, 1170 Wien;48.223531;16.32412;https://www.oefb.at/bewerbe/Spiel/3882375/?Marianum-vs-Royal-Persia;https://www.oefb.at/bewerbe/Spiel/3882375/?Marianum-vs-Royal-Persia;
2026-03-22 11:00:00;Oberliga B;Mann;15. Runde;Gartenstadt;Aspern;https://vereine.oefb.at/ASVGartenstadt/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/SVAspern/Mannschaften/Saison-2025-26/KM/Kader/;ASKÖ XX;"Hopsagasse 5, 1200 Wien, Stadtauswärts: Donaukanal Begleitstraße B227; Abfahrt Brigittenau; bei der ersten Ampel nach der Abfahrt links in die Forsthausgasse und abermals links in die Hopsagasse. Stadteinwärts: Von Nordbrücke ... von Nußdorfer Lände - Ausfahrt Döbling, erste Ampel links in die Muthgasse; nächste Ampel links über die Heiligenstädter Brücke; abermals links auf die Brigittenauer Lände; bei der nachfolgenden Ampel nach rechts in die Forsthaus- gasse und links in die Hopsagasse.";48.247288;16.371731;https://www.oefb.at/bewerbe/Spiel/3882388/?Gartenstadt-vs-Aspern;https://www.oefb.at/bewerbe/Spiel/3882388/?Gartenstadt-vs-Aspern;
2026-03-27 00:00:00;Oberliga B;Mann;16. Runde;Torin Adler;1210 Wien;https://vereine.oefb.at/FcTorinAdler/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/1210Wien/Mannschaften/Saison-2025-26/KM/Kader/;Ostbahn 11;Hasenleitengasse 49, 1110 Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3882385/?Torin-Adler-vs-1210-Wien;https://www.oefb.at/bewerbe/Spiel/3882385/?Torin-Adler-vs-1210-Wien;
2026-03-28 14:30:00;Oberliga B;Mann;16. Runde;SC Großfeld;Gartenstadt;https://vereine.oefb.at/SCGrossfeld/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/ASVGartenstadt/Mannschaften/Saison-2025-26/KM/Kader/;Großfeld;Julius Ficker Str., 1210 Wien;48.265404;16.443979;https://www.oefb.at/bewerbe/Spiel/3882251/?SC-Grossfeld-vs-Gartenstadt;https://www.oefb.at/bewerbe/Spiel/3882251/?SC-Grossfeld-vs-Gartenstadt;
2026-03-28 15:00:00;Oberliga B;Mann;16. Runde;Hirschstetten;SR Donaufeld 1b;https://vereine.oefb.at/SVHirschstetten/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/SR-Donaufeld/Mannschaften/Saison-2025-26/KM-1b/Kader/;WFV-22 Hirschstetten;Oberfeldgasse 41, 1220 Wien;48.241394;16.473635;https://www.oefb.at/bewerbe/Spiel/3882382/?Hirschstetten-vs-SR-Donaufeld-1b;https://www.oefb.at/bewerbe/Spiel/3882382/?Hirschstetten-vs-SR-Donaufeld-1b;
2026-03-27 00:00:00;Oberliga B;Mann;16. Runde;Royal Persia;Marswiese;https://vereine.oefb.at/FcRoyalPersia/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/SzMarswiese/Mannschaften/Saison-2025-26/KM/Kader/;Donau;Weissauweg 1, 1220 Wien;48.230013;16.421625;https://www.oefb.at/bewerbe/Spiel/3882558/?Royal-Persia-vs-Marswiese;https://www.oefb.at/bewerbe/Spiel/3882558/?Royal-Persia-vs-Marswiese;
2026-03-28 15:15:00;Oberliga B;Mann;16. Runde;UFK Schwemm;Marianum;https://vereine.oefb.at/UfkSchwemm/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/RsvMarianumPost17/Mannschaften/Saison-2025-26/KM/Kader/;Union Landhaus;Jochbergengasse, 1210 Wien;48.279498;16.40318;https://www.oefb.at/bewerbe/Spiel/3882472/?UFK-Schwemm-vs-Marianum;https://www.oefb.at/bewerbe/Spiel/3882472/?UFK-Schwemm-vs-Marianum;
2026-03-28 16:45:00;Oberliga B;Mann;16. Runde;KSC / FCB Donaustadt;FCJ Alt-Ottakring;https://vereine.oefb.at/KscFcbDonaustadt/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/FCJ/Mannschaften/Saison-2025-26/KM/Kader/;Donaustadt - Gemeinde Wien 22;Am Langen Felde 60, 1220 Wien;48.250398;16.449018;https://www.oefb.at/bewerbe/Spiel/3882306/?KSC-FCB-Donaustadt-vs-FCJ-Alt-Ottakring;https://www.oefb.at/bewerbe/Spiel/3882306/?KSC-FCB-Donaustadt-vs-FCJ-Alt-Ottakring;
2026-03-29 11:00:00;Oberliga B;Mann;16. Runde;Aspern;Süssenbrunn;https://vereine.oefb.at/SVAspern/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/ScSuessenbrunn/Mannschaften/Saison-2025-26/KM/Kader/;Aspern;Biberhaufenweg 18, 1220 Wien;48.214871;16.48207;https://www.oefb.at/bewerbe/Spiel/3882531/?Aspern-vs-Suessenbrunn;https://www.oefb.at/bewerbe/Spiel/3882531/?Aspern-vs-Suessenbrunn;
2026-04-11 14:15:00;Oberliga B;Mann;17. Runde;Süssenbrunn;SC Großfeld;https://vereine.oefb.at/ScSuessenbrunn/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/SCGrossfeld/Mannschaften/Saison-2025-26/KM/Kader/;Süssenbrunn;Pehamg. 6, 1220 Wien;48.277874;16.491976;https://www.oefb.at/bewerbe/Spiel/3882551/?Suessenbrunn-vs-SC-Grossfeld;https://www.oefb.at/bewerbe/Spiel/3882551/?Suessenbrunn-vs-SC-Grossfeld;
2026-04-11 14:45:00;Oberliga B;Mann;17. Runde;Marswiese;UFK Schwemm;https://vereine.oefb.at/SzMarswiese/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/UfkSchwemm/Mannschaften/Saison-2025-26/KM/Kader/;Marswiese;Neuwaldegger Str. 57a, 1170 Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3882435/?Marswiese-vs-UFK-Schwemm;https://www.oefb.at/bewerbe/Spiel/3882435/?Marswiese-vs-UFK-Schwemm;
2026-04-11 16:00:00;Oberliga B;Mann;17. Runde;1210 Wien;Royal Persia;https://vereine.oefb.at/1210Wien/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/FcRoyalPersia/Mannschaften/Saison-2025-26/KM/Kader/;Nord Wien Platz;Jedlersdorfer Platz 25, 1210 Wien;48.28306;16.409595;https://www.oefb.at/bewerbe/Spiel/3882559/?1210-Wien-vs-Royal-Persia;https://www.oefb.at/bewerbe/Spiel/3882559/?1210-Wien-vs-Royal-Persia;
2026-04-11 14:15:00;Oberliga B;Mann;17. Runde;KSC / FCB Donaustadt;Hirschstetten;https://vereine.oefb.at/KscFcbDonaustadt/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/SVHirschstetten/Mannschaften/Saison-2025-26/KM/Kader/;Donaustadt - Gemeinde Wien 22;Am Langen Felde 60, 1220 Wien;48.250398;16.449018;https://www.oefb.at/bewerbe/Spiel/3882428/?KSC-FCB-Donaustadt-vs-Hirschstetten;https://www.oefb.at/bewerbe/Spiel/3882428/?KSC-FCB-Donaustadt-vs-Hirschstetten;
2026-04-12 11:00:00;Oberliga B;Mann;17. Runde;Gartenstadt;SR Donaufeld 1b;https://vereine.oefb.at/ASVGartenstadt/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/SR-Donaufeld/Mannschaften/Saison-2025-26/KM-1b/Kader/;ASKÖ XX;"Hopsagasse 5, 1200 Wien, Stadtauswärts: Donaukanal Begleitstraße B227; Abfahrt Brigittenau; bei der ersten Ampel nach der Abfahrt links in die Forsthausgasse und abermals links in die Hopsagasse. Stadteinwärts: Von Nordbrücke ... von Nußdorfer Lände - Ausfahrt Döbling, erste Ampel links in die Muthgasse; nächste Ampel links über die Heiligenstädter Brücke; abermals links auf die Brigittenauer Lände; bei der nachfolgenden Ampel nach rechts in die Forsthaus- gasse und links in die Hopsagasse.";48.247288;16.371731;https://www.oefb.at/bewerbe/Spiel/3882419/?Gartenstadt-vs-SR-Donaufeld-1b;https://www.oefb.at/bewerbe/Spiel/3882419/?Gartenstadt-vs-SR-Donaufeld-1b;
2026-04-12 17:30:00;Oberliga B;Mann;17. Runde;FCJ Alt-Ottakring;Torin Adler;https://vereine.oefb.at/FCJ/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/FcTorinAdler/Mannschaften/Saison-2025-26/KM/Kader/;Kinkplatz - Austria 13;Kinkplatz, 1140 Wien;48.199991;16.276404;https://www.oefb.at/bewerbe/Spiel/3882512/?FCJ-Alt-Ottakring-vs-Torin-Adler;https://www.oefb.at/bewerbe/Spiel/3882512/?FCJ-Alt-Ottakring-vs-Torin-Adler;
2026-04-18 15:00:00;Oberliga B;Mann;18. Runde;Hirschstetten;Gartenstadt;https://vereine.oefb.at/SVHirschstetten/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/ASVGartenstadt/Mannschaften/Saison-2025-26/KM/Kader/;WFV-22 Hirschstetten;Oberfeldgasse 41, 1220 Wien;48.241394;16.473635;https://www.oefb.at/bewerbe/Spiel/3882569/?Hirschstetten-vs-Gartenstadt;https://www.oefb.at/bewerbe/Spiel/3882569/?Hirschstetten-vs-Gartenstadt;
2026-04-12 16:00:00;Oberliga B;Mann;17. Runde;Marianum;Aspern;https://vereine.oefb.at/RsvMarianumPost17/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/SVAspern/Mannschaften/Saison-2025-26/KM/Kader/;Post Sportanlage;Roggendorfg. 2, 1170 Wien;48.223531;16.32412;https://www.oefb.at/bewerbe/Spiel/3882364/?Marianum-vs-Aspern;https://www.oefb.at/bewerbe/Spiel/3882364/?Marianum-vs-Aspern;
2026-04-18 16:30:00;Oberliga B;Mann;18. Runde;SC Großfeld;Marianum;https://vereine.oefb.at/SCGrossfeld/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/RsvMarianumPost17/Mannschaften/Saison-2025-26/KM/Kader/;Großfeld;Julius Ficker Str., 1210 Wien;48.265404;16.443979;https://www.oefb.at/bewerbe/Spiel/3882502/?SC-Grossfeld-vs-Marianum;https://www.oefb.at/bewerbe/Spiel/3882502/?SC-Grossfeld-vs-Marianum;
2026-04-17 20:00:00;Oberliga B;Mann;18. Runde;UFK Schwemm;1210 Wien;https://vereine.oefb.at/UfkSchwemm/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/1210Wien/Mannschaften/Saison-2025-26/KM/Kader/;Union Landhaus;Jochbergengasse, 1210 Wien;48.279498;16.40318;https://www.oefb.at/bewerbe/Spiel/3882468/?UFK-Schwemm-vs-1210-Wien;https://www.oefb.at/bewerbe/Spiel/3882468/?UFK-Schwemm-vs-1210-Wien;
2026-04-19 16:15:00;Oberliga B;Mann;18. Runde;Torin Adler;KSC / FCB Donaustadt;https://vereine.oefb.at/FcTorinAdler/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/KscFcbDonaustadt/Mannschaften/Saison-2025-26/KM/Kader/;Ostbahn 11;Hasenleitengasse 49, 1110 Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3882460/?Torin-Adler-vs-KSC-FCB-Donaustadt;https://www.oefb.at/bewerbe/Spiel/3882460/?Torin-Adler-vs-KSC-FCB-Donaustadt;
2026-04-19 16:00:00;Oberliga B;Mann;18. Runde;Royal Persia;FCJ Alt-Ottakring;https://vereine.oefb.at/FcRoyalPersia/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/FCJ/Mannschaften/Saison-2025-26/KM/Kader/;Donau;Weissauweg 1, 1220 Wien;48.230013;16.421625;https://www.oefb.at/bewerbe/Spiel/3882519/?Royal-Persia-vs-FCJ-Alt-Ottakring;https://www.oefb.at/bewerbe/Spiel/3882519/?Royal-Persia-vs-FCJ-Alt-Ottakring;
2026-04-19 14:00:00;Oberliga B;Mann;18. Runde;SR Donaufeld 1b;Süssenbrunn;https://vereine.oefb.at/SR-Donaufeld/Mannschaften/Saison-2025-26/KM-1b/Kader/;https://vereine.oefb.at/ScSuessenbrunn/Mannschaften/Saison-2025-26/KM/Kader/;Donaufeld;Nordmanngasse 24, 1210 Wien;48.250543;16.418322;https://www.oefb.at/bewerbe/Spiel/3882407/?SR-Donaufeld-1b-vs-Suessenbrunn;https://www.oefb.at/bewerbe/Spiel/3882407/?SR-Donaufeld-1b-vs-Suessenbrunn;
2026-04-24 20:00:00;Oberliga B;Mann;19. Runde;Torin Adler;Hirschstetten;https://vereine.oefb.at/FcTorinAdler/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/SVHirschstetten/Mannschaften/Saison-2025-26/KM/Kader/;Ostbahn 11;Hasenleitengasse 49, 1110 Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3882357/?Torin-Adler-vs-Hirschstetten;https://www.oefb.at/bewerbe/Spiel/3882357/?Torin-Adler-vs-Hirschstetten;
2026-04-25 14:15:00;Oberliga B;Mann;19. Runde;Süssenbrunn;Gartenstadt;https://vereine.oefb.at/ScSuessenbrunn/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/ASVGartenstadt/Mannschaften/Saison-2025-26/KM/Kader/;Süssenbrunn;Pehamg. 6, 1220 Wien;48.277874;16.491976;https://www.oefb.at/bewerbe/Spiel/3882254/?Suessenbrunn-vs-Gartenstadt;https://www.oefb.at/bewerbe/Spiel/3882254/?Suessenbrunn-vs-Gartenstadt;
2026-04-19 11:00:00;Oberliga B;Mann;18. Runde;Aspern;Marswiese;https://vereine.oefb.at/SVAspern/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/SzMarswiese/Mannschaften/Saison-2025-26/KM/Kader/;Aspern;Biberhaufenweg 18, 1220 Wien;48.214871;16.48207;https://www.oefb.at/bewerbe/Spiel/3882429/?Aspern-vs-Marswiese;https://www.oefb.at/bewerbe/Spiel/3882429/?Aspern-vs-Marswiese;
2026-04-25 12:00:00;Oberliga B;Mann;19. Runde;FCJ Alt-Ottakring;UFK Schwemm;https://vereine.oefb.at/FCJ/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/UfkSchwemm/Mannschaften/Saison-2025-26/KM/Kader/;Kinkplatz - Austria 13;Kinkplatz, 1140 Wien;48.199991;16.276404;https://www.oefb.at/bewerbe/Spiel/3882352/?FCJ-Alt-Ottakring-vs-UFK-Schwemm;https://www.oefb.at/bewerbe/Spiel/3882352/?FCJ-Alt-Ottakring-vs-UFK-Schwemm;
2026-04-25 16:15:00;Oberliga B;Mann;19. Runde;Marswiese;SC Großfeld;https://vereine.oefb.at/SzMarswiese/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/SCGrossfeld/Mannschaften/Saison-2025-26/KM/Kader/;Marswiese;Neuwaldegger Str. 57a, 1170 Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3882403/?Marswiese-vs-SC-Grossfeld;https://www.oefb.at/bewerbe/Spiel/3882403/?Marswiese-vs-SC-Grossfeld;
2026-04-25 16:00:00;Oberliga B;Mann;19. Runde;1210 Wien;Aspern;https://vereine.oefb.at/1210Wien/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/SVAspern/Mannschaften/Saison-2025-26/KM/Kader/;Nord Wien Platz;Jedlersdorfer Platz 25, 1210 Wien;48.28306;16.409595;https://www.oefb.at/bewerbe/Spiel/3882373/?1210-Wien-vs-Aspern;https://www.oefb.at/bewerbe/Spiel/3882373/?1210-Wien-vs-Aspern;
2026-04-25 15:45:00;Oberliga B;Mann;19. Runde;KSC / FCB Donaustadt;Royal Persia;https://vereine.oefb.at/KscFcbDonaustadt/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/FcRoyalPersia/Mannschaften/Saison-2025-26/KM/Kader/;Donaustadt - Gemeinde Wien 22;Am Langen Felde 60, 1220 Wien;48.250398;16.449018;https://www.oefb.at/bewerbe/Spiel/3882579/?KSC-FCB-Donaustadt-vs-Royal-Persia;https://www.oefb.at/bewerbe/Spiel/3882579/?KSC-FCB-Donaustadt-vs-Royal-Persia;
2026-04-26 16:00:00;Oberliga B;Mann;19. Runde;Marianum;SR Donaufeld 1b;https://vereine.oefb.at/RsvMarianumPost17/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/SR-Donaufeld/Mannschaften/Saison-2025-26/KM-1b/Kader/;Post Sportanlage;Roggendorfg. 2, 1170 Wien;48.223531;16.32412;https://www.oefb.at/bewerbe/Spiel/3882309/?Marianum-vs-SR-Donaufeld-1b;https://www.oefb.at/bewerbe/Spiel/3882309/?Marianum-vs-SR-Donaufeld-1b;
2026-05-02 15:00:00;Oberliga B;Mann;20. Runde;Hirschstetten;Süssenbrunn;https://vereine.oefb.at/SVHirschstetten/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/ScSuessenbrunn/Mannschaften/Saison-2025-26/KM/Kader/;WFV-22 Hirschstetten;Oberfeldgasse 41, 1220 Wien;48.241394;16.473635;https://www.oefb.at/bewerbe/Spiel/3882303/?Hirschstetten-vs-Suessenbrunn;https://www.oefb.at/bewerbe/Spiel/3882303/?Hirschstetten-vs-Suessenbrunn;
2026-05-01 20:15:00;Oberliga B;Mann;20. Runde;UFK Schwemm;KSC / FCB Donaustadt;https://vereine.oefb.at/UfkSchwemm/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/KscFcbDonaustadt/Mannschaften/Saison-2025-26/KM/Kader/;Union Landhaus;Jochbergengasse, 1210 Wien;48.279498;16.40318;https://www.oefb.at/bewerbe/Spiel/3882447/?UFK-Schwemm-vs-KSC-FCB-Donaustadt;https://www.oefb.at/bewerbe/Spiel/3882447/?UFK-Schwemm-vs-KSC-FCB-Donaustadt;
2026-05-02 16:30:00;Oberliga B;Mann;20. Runde;SC Großfeld;1210 Wien;https://vereine.oefb.at/SCGrossfeld/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/1210Wien/Mannschaften/Saison-2025-26/KM/Kader/;Großfeld;Julius Ficker Str., 1210 Wien;48.265404;16.443979;https://www.oefb.at/bewerbe/Spiel/3882495/?SC-Grossfeld-vs-1210-Wien;https://www.oefb.at/bewerbe/Spiel/3882495/?SC-Grossfeld-vs-1210-Wien;
2026-05-03 11:00:00;Oberliga B;Mann;20. Runde;Aspern;FCJ Alt-Ottakring;https://vereine.oefb.at/SVAspern/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/FCJ/Mannschaften/Saison-2025-26/KM/Kader/;Aspern;Biberhaufenweg 18, 1220 Wien;48.214871;16.48207;https://www.oefb.at/bewerbe/Spiel/3882530/?Aspern-vs-FCJ-Alt-Ottakring;https://www.oefb.at/bewerbe/Spiel/3882530/?Aspern-vs-FCJ-Alt-Ottakring;
2026-05-03 14:00:00;Oberliga B;Mann;20. Runde;SR Donaufeld 1b;Marswiese;https://vereine.oefb.at/SR-Donaufeld/Mannschaften/Saison-2025-26/KM-1b/Kader/;https://vereine.oefb.at/SzMarswiese/Mannschaften/Saison-2025-26/KM/Kader/;Donaufeld;Nordmanngasse 24, 1210 Wien;48.250543;16.418322;https://www.oefb.at/bewerbe/Spiel/3882586/?SR-Donaufeld-1b-vs-Marswiese;https://www.oefb.at/bewerbe/Spiel/3882586/?SR-Donaufeld-1b-vs-Marswiese;
