Datum;Liga;Typ;Runde;Heim;Gast;Heim_Link;Gast_Link;Spielort_Name;Adresse;Latitude;Longitude;Quelle;link
2025-09-13 10:00:00;A-LIGA U8 2;Mann;3. Runde;Ankerbrot;A XIII Auhof Center A;https://vereine.oefb.at/KsvAnkerbrotMonteLaa/Mannschaften/Saison-2025-26/U08/Kader/;https://vereine.oefb.at/FvAustriaXiiiAuhofCenter/Mannschaften/Saison-2025-26/U08-A/Kader/;Franz Hölbl Anlage / Anker Arena;Heuberggstättenstr. 1, 1100 Wien, Laxenburgerstraße stadtauswärts, nach der Raxstraße die 2. Ampel links - Heuberggstättenstraße;48.159325;16.367574;https://www.oefb.at/bewerbe/Spiel/3906940/?Ankerbrot-vs-A-XIII-Auhof-Center-A;https://www.oefb.at/bewerbe/Spiel/3906940/?Ankerbrot-vs-A-XIII-Auhof-Center-A
2026-05-10 09:00:00;A-LIGA U7/1B FJ 2026;Mann;21. Runde;1.Simmeringer SC B;Wienerberg 1921 B;https://vereine.oefb.at/1SimmeringerSportclub/Mannschaften/Saison-2025-26/U07-B/Kader/;https://vereine.oefb.at/sv-wienerberg1921/Mannschaften/Saison-2025-26/U07-B/Kader/;Simmering;Simmeringer Hauptstr. 207-211, 1110 Wien;48.165064;16.425843;https://www.oefb.at/bewerbe/Spiel/3987605/?1-Simmeringer-SC-B-vs-Wienerberg-1921-B;https://www.oefb.at/bewerbe/Spiel/3987605/?1-Simmeringer-SC-B-vs-Wienerberg-1921-B
2025-11-29 10:15:00;WFV JUGENDCUP U16;Mann;1. Runde;ASV 13;Gerasdorf Stammersdorf A;https://vereine.oefb.at/ASV13/Mannschaften/Saison-2025-26/U16/Kader/;https://vereine.oefb.at/SvGerasdorfStammersdorf/Mannschaften/Saison-2025-26/U16-A/Kader/;ASVÖ 13;Linienamtsg. 7, 1130 Wien;48.163089;16.276184;https://www.oefb.at/bewerbe/Spiel/3976830/?ASV-13-vs-Gerasdorf-Stammersdorf-A;https://www.oefb.at/bewerbe/Spiel/3976830/?ASV-13-vs-Gerasdorf-Stammersdorf-A
2025-12-06 15:00:00;1. ÖFB Futsal Liga - Grunddurchgang;Mann;9. Runde;SFK Libero Graz;Stella Rossa;https://vereine.oefb.at/SFKLiberoGraz/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/StellaRossaTipp3/Mannschaften/Saison-2025-26/KM/Kader/;Graz ASVÖ Halle ;Herrgottwiesgasse 260, 8055 Graz;47.0353353;15.4334951;https://www.oefb.at/bewerbe/Spiel/3962469/?SFK-Libero-Graz-vs-Stella-Rossa;https://www.oefb.at/bewerbe/Spiel/3962469/?SFK-Libero-Graz-vs-Stella-Rossa
2025-11-02 12:00:00;DSG LIGA;Mann;8. Runde;DSG Dynama*Dynamo Donau FC;DSG Wolf Park Rangers;https://vereine.oefb.at/DynamoDonau/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/DsgWolfParkRangers/Mannschaften/Saison-2025-26/KM/Kader/;First Vienna Football Campus;Spielmanng. 8, 1200 Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3871256/?DSG-Dynama-Dynamo-Donau-FC-vs-DSG-Wolf-Park-Rangers;https://www.oefb.at/bewerbe/Spiel/3871256/?DSG-Dynama-Dynamo-Donau-FC-vs-DSG-Wolf-Park-Rangers
2026-05-08 18:00:00;2. Landesliga U23;Mann;25. Runde;DSV Fortuna 05;Essling;https://vereine.oefb.at/PHHFortuna05/Mannschaften/Saison-2025-26/Res/Kader/;https://vereine.oefb.at/SvEssling/Mannschaften/Saison-2025-26/Res/Kader/;Fortuna 05;Krottenbachstr. 53, 1190 Wien;48.240363;16.335761;https://www.oefb.at/bewerbe/Spiel/3913249/?DSV-Fortuna-05-vs-Essling;https://www.oefb.at/bewerbe/Spiel/3913249/?DSV-Fortuna-05-vs-Essling
2025-12-06 13:30:00;1. ÖFB Futsal Liga - Grunddurchgang;Mann;9. Runde;FC Ljuti Krajisnici;Steir. Futsal Club Podrinje Graz;https://vereine.oefb.at/FCLjutiKrajisnici/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/FKPodrinjeGraz/Mannschaften/Saison-2025-26/KM/Kader/;Bundesschulzentrum Auhof;Aubrunnerweg 4, 4040 Linz;48.3346923;14.3264363;https://www.oefb.at/bewerbe/Spiel/3962461/?FC-Ljuti-Krajisnici-vs-Steir-Futsal-Club-Podrinje-Graz;https://www.oefb.at/bewerbe/Spiel/3962461/?FC-Ljuti-Krajisnici-vs-Steir-Futsal-Club-Podrinje-Graz
2026-05-26 20:15:00;DSG Senioren 1A;Mann;8. Runde;DSG Twentyone Sen.;TWL Elektra Sen.;https://vereine.oefb.at/TwentyoneFC/Mannschaften/Saison-2025-26/KM-Sen--1/Kader/;https://vereine.oefb.at/TWLElektra/Mannschaften/Saison-2025-26/KM-Sen--1/Kader/;Marswiese;Neuwaldegger Str. 57a, 1170 Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3945979/?DSG-Twentyone-Sen-vs-TWL-Elektra-Sen-;https://www.oefb.at/bewerbe/Spiel/3945979/?DSG-Twentyone-Sen-vs-TWL-Elektra-Sen-
2026-04-12 19:00:00;A-LIGA U17;Mann;15. Runde;DSG SUSA Vienna;1210 Wien;https://vereine.oefb.at/FcSusaVienna/Mannschaften/Saison-2025-26/U17/Kader/;https://vereine.oefb.at/1210Wien/Mannschaften/Saison-2025-26/U17/Kader/;Leopoldau;Eipeldauerstr. 6, 1210 Wien;48.262302;16.435964;https://www.oefb.at/bewerbe/Spiel/3883335/?DSG-SUSA-Vienna-vs-1210-Wien;https://www.oefb.at/bewerbe/Spiel/3883335/?DSG-SUSA-Vienna-vs-1210-Wien
2025-10-25 11:00:00;WFV-LIGA U14 B;Mann;9. Runde;Stadlau B;Post SV B;https://vereine.oefb.at/FCSTADLAU/Mannschaften/Saison-2025-26/U14-B/Kader/;https://vereine.oefb.at/PostSvWien/Mannschaften/Saison-2025-26/U14-B/Kader/;Stadlau;Erzherzog Karl Str. 108, 1220 Wien;48.230244;16.450798;https://www.oefb.at/bewerbe/Spiel/3888336/?Stadlau-B-vs-Post-SV-B;https://www.oefb.at/bewerbe/Spiel/3888336/?Stadlau-B-vs-Post-SV-B
2025-09-07 11:45:00;C-LIGA U13 A;Mann;2. Runde;Mariahilf A;Wiener Akademik A;https://vereine.oefb.at/Fc-Mariahilf/Mannschaften/Saison-2025-26/U13-A/Kader/;https://vereine.oefb.at/FvWienerAkademik/Mannschaften/Saison-2025-26/U13-A/Kader/;SGP Simmering;Leberstr. 84, 1110 Wien;48.1728;16.407439;https://www.oefb.at/bewerbe/Spiel/3894858/?Mariahilf-A-vs-Wiener-Akademik-A;https://www.oefb.at/bewerbe/Spiel/3894858/?Mariahilf-A-vs-Wiener-Akademik-A
2026-03-15 13:30:00;WFV-LIGA U11 A;Mann;16. Runde;FAC Wien A;SK Rapid;https://vereine.oefb.at/FloridsdorferAC/Mannschaften/Saison-2025-26/U11-A/Kader/;https://vereine.oefb.at/SKRapidWien/Mannschaften/Saison-2025-26/U11/Kader/;FAC-Platz;Hopfengasse 8, 1210 Wien, Aufgrund der begrenzten Parkplatzanzahl wird eine Anreise mit öffentlichen Verkehrsmitteln empfohlen. Sollten Sie mit dem Auto anreisen, nehmen Sie von der A22 beim Knoten Floridsdorf die Ausfahrt in Richtung B7 - Brno/Tschechien/Mistelbach/Prager Straße und direkt später die Ausfahrt in Richtung B3-Prager Straße. Biegen Sie links auf die Prager Straße ab und folgen Sie ihr etwa 500 Meter, dann biegen Sie rechts in die Koloniestraße ein. Nach 600 Meter biegen Sie links in die Lokomotivgasse und danach noch einmal links in die Hopfengasse ein. Nach etwa 300 Metern sind Sie am Ziel.;48.269916;16.3925;https://www.oefb.at/bewerbe/Spiel/3908077/?FAC-Wien-A-vs-SK-Rapid;https://www.oefb.at/bewerbe/Spiel/3908077/?FAC-Wien-A-vs-SK-Rapid
2026-04-18 11:00:00;WFV-LIGA U10 B;Mann;20. Runde;Stadlau B;FAC Wien B;https://vereine.oefb.at/FCSTADLAU/Mannschaften/Saison-2025-26/U10-B/Kader/;https://vereine.oefb.at/FloridsdorferAC/Mannschaften/Saison-2025-26/U10-B/Kader/;Stadlau;Erzherzog Karl Str. 108, 1220 Wien;48.230244;16.450798;https://www.oefb.at/bewerbe/Spiel/3908370/?Stadlau-B-vs-FAC-Wien-B;https://www.oefb.at/bewerbe/Spiel/3908370/?Stadlau-B-vs-FAC-Wien-B
2025-11-15 09:00:00;C-LIGA U9 A;Mann;10. Runde;Ostbahn XI;Altera Porta;https://vereine.oefb.at/ScOstbahnXi/Mannschaften/Saison-2025-26/U09/Kader/;https://vereine.oefb.at/FcAlteraPorta/Mannschaften/Saison-2025-26/U11-FR/Kader/;Ostbahn 11;Hasenleitengasse 49, 1110 Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3906254/?Ostbahn-XI-vs-Altera-Porta;https://www.oefb.at/bewerbe/Spiel/3906254/?Ostbahn-XI-vs-Altera-Porta
2025-10-11 10:15:00;A-LIGA U8 1A;Mann;7. Runde;Kapellerfeld A;ASV 13 A;https://vereine.oefb.at/FcKapellerfeld/Mannschaften/Saison-2025-26/U08-A/Kader/;https://vereine.oefb.at/ASV13/Mannschaften/Saison-2025-26/U08-A/Kader/;Kapellerfeld;Westg. 67b, 2201 Kapellerfeld;48.31638;16.490948;https://www.oefb.at/bewerbe/Spiel/3906724/?Kapellerfeld-A-vs-ASV-13-A;https://www.oefb.at/bewerbe/Spiel/3906724/?Kapellerfeld-A-vs-ASV-13-A
2025-10-25 11:00:00;A-LIGA U9 B;Mann;9. Runde;Kapellerfeld;ASV 13 B;https://vereine.oefb.at/FcKapellerfeld/Mannschaften/Saison-2025-26/U09/Kader/;https://vereine.oefb.at/ASV13/Mannschaften/Saison-2025-26/U09-B/Kader/;Kapellerfeld;Westg. 67b, 2201 Kapellerfeld;48.31638;16.490948;https://www.oefb.at/bewerbe/Spiel/3914159/?Kapellerfeld-vs-ASV-13-B;https://www.oefb.at/bewerbe/Spiel/3914159/?Kapellerfeld-vs-ASV-13-B
2025-10-11 10:30:00;A-LIGA U7/1A HERBST 2025;Mann;7. Runde;TWL Elektra A;Essling A;https://vereine.oefb.at/TWLElektra/Mannschaften/Saison-2025-26/U07-A/Kader/;https://vereine.oefb.at/SvEssling/Mannschaften/Saison-2025-26/U07-A/Kader/;Rax-Platz;Raxstr. 3, 1100 Wien;48.165093;16.365973;https://www.oefb.at/bewerbe/Spiel/3907310/?TWL-Elektra-A-vs-Essling-A;https://www.oefb.at/bewerbe/Spiel/3907310/?TWL-Elektra-A-vs-Essling-A
2026-05-17 16:30:00;2. Landesliga U23;Mann;26. Runde;Essling;Mannswörth;https://vereine.oefb.at/SvEssling/Mannschaften/Saison-2025-26/Res/Kader/;https://vereine.oefb.at/scmannswoerth/Mannschaften/Saison-2025-26/Res/Kader/;Essling;Kirschenallee 2-4, 1220 Wien;48.214036;16.519334;https://www.oefb.at/bewerbe/Spiel/3913090/?Essling-vs-Mannswoerth;https://www.oefb.at/bewerbe/Spiel/3913090/?Essling-vs-Mannswoerth
2025-11-01 19:00:00;DSG LIGA;Mann;8. Runde;DSG Magic Unicorns;DSG Südtirol 07;https://vereine.oefb.at/DsgVtoMagicUnicorns/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/SgSuedtirol07/Mannschaften/Saison-2025-26/KM/Kader/;Rapid Oberlaa;Franzosenweg 34, 1100 Wien;48.139637;16.38679;https://www.oefb.at/bewerbe/Spiel/3871321/?DSG-Magic-Unicorns-vs-DSG-Suedtirol-07;https://www.oefb.at/bewerbe/Spiel/3871321/?DSG-Magic-Unicorns-vs-DSG-Suedtirol-07
2026-04-12 17:30:00;A-LIGA U17;Mann;15. Runde;SR Donaufeld;Gersthofer SV;https://vereine.oefb.at/SR-Donaufeld/Mannschaften/Saison-2025-26/U17/Kader/;https://vereine.oefb.at/GersthoferSportvereinigung/Mannschaften/Saison-2025-26/U17/Kader/;Donaufeld;Nordmanngasse 24, 1210 Wien;48.250543;16.418322;https://www.oefb.at/bewerbe/Spiel/3883205/?SR-Donaufeld-vs-Gersthofer-SV;https://www.oefb.at/bewerbe/Spiel/3883205/?SR-Donaufeld-vs-Gersthofer-SV
2026-05-19 20:15:00;DSG Senioren 1A;Mann;10. Runde;Wiener Sport - Club Sen.;Marianum Sen.;https://vereine.oefb.at/WienerSportclub/Mannschaften/Saison-2025-26/KM-Sen--1/Kader/;https://vereine.oefb.at/RsvMarianumPost17/Mannschaften/Saison-2025-26/KM-Sen--1/Kader/;Marswiese;Neuwaldegger Str. 57a, 1170 Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3945993/?Wiener-Sport-Club-Sen-vs-Marianum-Sen-;https://www.oefb.at/bewerbe/Spiel/3945993/?Wiener-Sport-Club-Sen-vs-Marianum-Sen-
2025-11-16 14:15:00;WFV-LIGA U14 B;Mann;10. Runde;LAC - Inter B;Stadlau B;https://vereine.oefb.at/LandstrasserAthletikClub/Mannschaften/Saison-2025-26/U14-B/Kader/;https://vereine.oefb.at/FCSTADLAU/Mannschaften/Saison-2025-26/U14-B/Kader/;LAC;Baumg. 87, 1030 Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3888369/?LAC-Inter-B-vs-Stadlau-B;https://www.oefb.at/bewerbe/Spiel/3888369/?LAC-Inter-B-vs-Stadlau-B
2026-03-15 12:15:00;WFV-LIGA U11 A;Mann;16. Runde;Post SV A;Red Star Penzing A;https://vereine.oefb.at/PostSvWien/Mannschaften/Saison-2025-26/U11-A/Kader/;https://vereine.oefb.at/ScRedStarPenzing/Mannschaften/Saison-2025-26/U11-A/Kader/;Post Sportanlage;Roggendorfg. 2, 1170 Wien;48.223531;16.32412;https://www.oefb.at/bewerbe/Spiel/3908037/?Post-SV-A-vs-Red-Star-Penzing-A;https://www.oefb.at/bewerbe/Spiel/3908037/?Post-SV-A-vs-Red-Star-Penzing-A
2026-04-18 10:45:00;WFV-LIGA U10 B;Mann;20. Runde;Wiener Sport - Club B;Red Star Penzing B;https://vereine.oefb.at/WienerSportclub/Mannschaften/Saison-2025-26/U10-B/Kader/;https://vereine.oefb.at/ScRedStarPenzing/Mannschaften/Saison-2025-26/U10-B/Kader/;Trainingszentrum Wr. Sportklub;Erdbrustgasse 4-18, 1160 Wien;48.215234;16.303975;https://www.oefb.at/bewerbe/Spiel/3908362/?Wiener-Sport-Club-B-vs-Red-Star-Penzing-B;https://www.oefb.at/bewerbe/Spiel/3908362/?Wiener-Sport-Club-B-vs-Red-Star-Penzing-B
2025-09-06 13:00:00;C-LIGA U13 A;Mann;2. Runde;Aspern;Ankerbrot;https://vereine.oefb.at/SVAspern/Mannschaften/Saison-2025-26/U13/Kader/;https://vereine.oefb.at/KsvAnkerbrotMonteLaa/Mannschaften/Saison-2025-26/U13/Kader/;Aspern;Biberhaufenweg 18, 1220 Wien;48.214871;16.48207;https://www.oefb.at/bewerbe/Spiel/3894898/?Aspern-vs-Ankerbrot;https://www.oefb.at/bewerbe/Spiel/3894898/?Aspern-vs-Ankerbrot
2025-10-25 09:30:00;A-LIGA U9 B;Mann;9. Runde;Post SV C;Mannswörth;https://vereine.oefb.at/PostSvWien/Mannschaften/Saison-2025-26/U09-C/Kader/;https://vereine.oefb.at/scmannswoerth/Mannschaften/Saison-2025-26/U09/Kader/;Post Sportanlage;Roggendorfg. 2, 1170 Wien;48.223531;16.32412;https://www.oefb.at/bewerbe/Spiel/3914150/?Post-SV-C-vs-Mannswoerth;https://www.oefb.at/bewerbe/Spiel/3914150/?Post-SV-C-vs-Mannswoerth
2026-05-17 12:30:00;2. Landesliga U23;Mann;26. Runde;Gersthofer SV;Ostbahn XI;https://vereine.oefb.at/GersthoferSportvereinigung/Mannschaften/Saison-2025-26/Res/Kader/;https://vereine.oefb.at/ScOstbahnXi/Mannschaften/Saison-2025-26/Res/Kader/;;;;;https://www.oefb.at/bewerbe/Spiel/3913060/?Gersthofer-SV-vs-Ostbahn-XI;https://www.oefb.at/bewerbe/Spiel/3913060/?Gersthofer-SV-vs-Ostbahn-XI
2025-11-01 16:00:00;DSG LIGA;Mann;8. Runde;DSG SUSA Vienna;DSG Semper Victoria;https://vereine.oefb.at/FcSusaVienna/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/DSGSemperVictoria/Mannschaften/Saison-2025-26/KM/Kader/;First Vienna Football Campus;Spielmanng. 8, 1200 Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3871320/?DSG-SUSA-Vienna-vs-DSG-Semper-Victoria;https://www.oefb.at/bewerbe/Spiel/3871320/?DSG-SUSA-Vienna-vs-DSG-Semper-Victoria
2025-12-08 18:00:00;1. ÖFB Futsal Liga - Grunddurchgang;Mann;10. Runde;Carinthia Flamengo Futsal Club;FUTSAL versli.at Klagenfurt;https://vereine.oefb.at/Carinthiaflamengofutsalclubcffc/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/FutsalKlagenfurt/Mannschaften/Saison-2025-26/KM/Kader/;Ballspielhalle Viktring;Schulstraße 1, 9020 Klagenfurt, Bei Ausfahrt Klagenfurt-Wörthersee Richtung Wien/Flughafen - Graz/B83/Wörthersee/Slowenien/Loiblpass/Graz fahren	, Auf Südring fahren	, Rechts abbiegen auf Wörthersee-Südufer-Straße	, Links abbiegen auf Ferdinand-Wedenig-Straße	, Links abbiegen auf Keutschacher Str.	, Im Kreisverkehr erste Ausfahrt (Abstimmungsstr.) nehmen	, Rechts abbiegen auf Am Birkengrund	, 1. rechts auf Koschatpromenade nehmen, Das Ziel befindet sich rechts;46.589352948096796;14.272667169570923;https://www.oefb.at/bewerbe/Spiel/3962483/?Carinthia-Flamengo-Futsal-Club-vs-FUTSAL-versli-at-Klagenfurt;https://www.oefb.at/bewerbe/Spiel/3962483/?Carinthia-Flamengo-Futsal-Club-vs-FUTSAL-versli-at-Klagenfurt
2026-05-18 20:15:00;DSG Senioren 1A;Mann;10. Runde;DSV Fortuna 05 Sen.;DSG Twentyone Sen.;https://vereine.oefb.at/PHHFortuna05/Mannschaften/Saison-2025-26/KM-1b-Sen-/Kader/;https://vereine.oefb.at/TwentyoneFC/Mannschaften/Saison-2025-26/KM-Sen--1/Kader/;Marswiese;Neuwaldegger Str. 57a, 1170 Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3945998/?DSV-Fortuna-05-Sen-vs-DSG-Twentyone-Sen-;https://www.oefb.at/bewerbe/Spiel/3945998/?DSV-Fortuna-05-Sen-vs-DSG-Twentyone-Sen-
2026-04-12 16:00:00;A-LIGA U17;Mann;15. Runde;Marswiese;A11 - R.Oberlaa;https://vereine.oefb.at/SzMarswiese/Mannschaften/Saison-2025-26/U17/Kader/;https://vereine.oefb.at/Fca11ROberlaa/Mannschaften/Saison-2025-26/U17/Kader/;Marswiese;Neuwaldegger Str. 57a, 1170 Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3883049/?Marswiese-vs-A11-R-Oberlaa;https://www.oefb.at/bewerbe/Spiel/3883049/?Marswiese-vs-A11-R-Oberlaa
2025-09-06 09:00:00;C-LIGA U13 A;Mann;2. Runde;Cro - Vienna;SC Großfeld;https://vereine.oefb.at/SkCro-Vienna/Mannschaften/Saison-2025-26/U13/Kader/;https://vereine.oefb.at/SCGrossfeld/Mannschaften/Saison-2025-26/U13/Kader/;Gem.Wien 10, Eibesbrunnerg.;Eibesbrunnergasse 13, 1100 Wien;48.16619991249413;16.336755752563477;https://www.oefb.at/bewerbe/Spiel/3895032/?Cro-Vienna-vs-SC-Grossfeld;https://www.oefb.at/bewerbe/Spiel/3895032/?Cro-Vienna-vs-SC-Grossfeld
2025-11-16 13:00:00;WFV-LIGA U14 B;Mann;10. Runde;Sportunion Mauer B;Post SV B;https://vereine.oefb.at/SportunionMauer/Mannschaften/Saison-2025-26/U14-B/Kader/;https://vereine.oefb.at/PostSvWien/Mannschaften/Saison-2025-26/U14-B/Kader/;Union Mauer;Erhardg. 2, 1230 Wien;48.155411;16.277243;https://www.oefb.at/bewerbe/Spiel/3888494/?Sportunion-Mauer-B-vs-Post-SV-B;https://www.oefb.at/bewerbe/Spiel/3888494/?Sportunion-Mauer-B-vs-Post-SV-B
2025-11-15 09:00:00;B-LIGA U9 A;Mann;10. Runde;1980 Wien A;Slovan HAC A;https://vereine.oefb.at/Fc1980Wien/Mannschaften/Saison-2025-26/U09-A/Kader/;https://vereine.oefb.at/SkSlovanHacSanRaphael/Mannschaften/Saison-2025-26/U09-A/Kader/;Franz Koci Anlage;Franz Koci-Straße 1, 1100 Wien;48.144813;16.395031;https://www.oefb.at/bewerbe/Spiel/3905887/?1980-Wien-A-vs-Slovan-HAC-A;https://www.oefb.at/bewerbe/Spiel/3905887/?1980-Wien-A-vs-Slovan-HAC-A
2025-11-16 09:00:00;A-LIGA U9 B;Mann;10. Runde;ASV 13 B;Mannswörth;https://vereine.oefb.at/ASV13/Mannschaften/Saison-2025-26/U09-B/Kader/;https://vereine.oefb.at/scmannswoerth/Mannschaften/Saison-2025-26/U09/Kader/;ASVÖ 13;Linienamtsg. 7, 1130 Wien;48.163089;16.276184;https://www.oefb.at/bewerbe/Spiel/3914151/?ASV-13-B-vs-Mannswoerth;https://www.oefb.at/bewerbe/Spiel/3914151/?ASV-13-B-vs-Mannswoerth
2026-03-14 12:30:00;WFV-LIGA U11 A;Mann;16. Runde;Stadlau A;1.Simmeringer SC A;https://vereine.oefb.at/FCSTADLAU/Mannschaften/Saison-2025-26/U11-A/Kader/;https://vereine.oefb.at/1SimmeringerSportclub/Mannschaften/Saison-2025-26/U11-A/Kader/;Stadlau;Erzherzog Karl Str. 108, 1220 Wien;48.230244;16.450798;https://www.oefb.at/bewerbe/Spiel/3907963/?Stadlau-A-vs-1-Simmeringer-SC-A;https://www.oefb.at/bewerbe/Spiel/3907963/?Stadlau-A-vs-1-Simmeringer-SC-A
2026-05-16 18:30:00;2. Landesliga U23;Mann;26. Runde;NAC;DSV Fortuna 05;https://vereine.oefb.at/NussdorferAC1907/Mannschaften/Saison-2025-26/Res/Kader/;https://vereine.oefb.at/PHHFortuna05/Mannschaften/Saison-2025-26/Res/Kader/;NAC;Grinzinger Straße 111, 1190 Wien;48.254256;16.360667;https://www.oefb.at/bewerbe/Spiel/3913264/?NAC-vs-DSV-Fortuna-05;https://www.oefb.at/bewerbe/Spiel/3913264/?NAC-vs-DSV-Fortuna-05
2026-04-18 10:30:00;WFV-LIGA U10 B;Mann;20. Runde;Donau B;1.Simmeringer SC B;https://vereine.oefb.at/SVDonau/Mannschaften/Saison-2025-26/U10-B/Kader/;https://vereine.oefb.at/1SimmeringerSportclub/Mannschaften/Saison-2025-26/U10-B/Kader/;Donau;Weissauweg 1, 1220 Wien;48.230013;16.421625;https://www.oefb.at/bewerbe/Spiel/3908387/?Donau-B-vs-1-Simmeringer-SC-B;https://www.oefb.at/bewerbe/Spiel/3908387/?Donau-B-vs-1-Simmeringer-SC-B
2026-05-18 20:15:00;DSG Senioren 1A;Mann;10. Runde;Wien United 05 Sen.;TWL Elektra Sen.;https://vereine.oefb.at/SuWienUnited05/Mannschaften/Saison-2025-26/KM-Sen--1/Kader/;https://vereine.oefb.at/TWLElektra/Mannschaften/Saison-2025-26/KM-Sen--1/Kader/;Marswiese;Neuwaldegger Str. 57a, 1170 Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3945974/?Wien-United-05-Sen-vs-TWL-Elektra-Sen-;https://www.oefb.at/bewerbe/Spiel/3945974/?Wien-United-05-Sen-vs-TWL-Elektra-Sen-
2025-12-08 18:00:00;1. ÖFB Futsal Liga - Grunddurchgang;Mann;10. Runde;LPSV - Kärnten;PFC Liberta Legion;https://vereine.oefb.at/Landespolizeisportverein_Kaernten/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/FutsalClubLibertaWien/Mannschaften/Saison-2025-26/KM/Kader/;Sporthalle Villach - St. Martin;St. Martiner Straße 11, 9500 Villach;46.6188492;13.82479;https://www.oefb.at/bewerbe/Spiel/3962495/?LPSV-Kaernten-vs-PFC-Liberta-Legion;https://www.oefb.at/bewerbe/Spiel/3962495/?LPSV-Kaernten-vs-PFC-Liberta-Legion
2025-10-31 20:00:00;DSG LIGA;Mann;8. Runde;DSG Torpedo Lainz;DSG Klosterneuburg;https://vereine.oefb.at/Torpedo_Lainz/Mannschaften/Saison-2025-26/KM/Kader/;https://vereine.oefb.at/DsgOlympiqueKlosterneuburg/Mannschaften/Saison-2025-26/KM/Kader/;WAF Gruabn;Meldemannstr. 13, 1200 Wien, Kunstrasenplatz der neusten Generation - nur Kunstrasenschuhe erlaubt;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3871383/?DSG-Torpedo-Lainz-vs-DSG-Klosterneuburg;https://www.oefb.at/bewerbe/Spiel/3871383/?DSG-Torpedo-Lainz-vs-DSG-Klosterneuburg
2025-11-15 16:00:00;WFV-LIGA U14 B;Mann;10. Runde;Red Star Penzing B;1.Simmeringer SC B;https://vereine.oefb.at/ScRedStarPenzing/Mannschaften/Saison-2025-26/U14-B/Kader/;https://vereine.oefb.at/1SimmeringerSportclub/Mannschaften/Saison-2025-26/U14-B/Kader/;Red Star Auto;Kendlerstrasse 38, 1160 Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3888467/?Red-Star-Penzing-B-vs-1-Simmeringer-SC-B;https://www.oefb.at/bewerbe/Spiel/3888467/?Red-Star-Penzing-B-vs-1-Simmeringer-SC-B
2026-04-12 14:30:00;A-LIGA U17;Mann;15. Runde;1980 Wien;Cro - Vienna;https://vereine.oefb.at/Fc1980Wien/Mannschaften/Saison-2025-26/U17/Kader/;https://vereine.oefb.at/SkCro-Vienna/Mannschaften/Saison-2025-26/U17/Kader/;WFV-22 Hirschstetten;Oberfeldgasse 41, 1220 Wien;48.241394;16.473635;https://www.oefb.at/bewerbe/Spiel/3883367/?1980-Wien-vs-Cro-Vienna;https://www.oefb.at/bewerbe/Spiel/3883367/?1980-Wien-vs-Cro-Vienna
2026-04-26 15:00:00;WFV-LIGA U10 B;Mann;21. Runde;FAC Wien B;Post SV B;https://vereine.oefb.at/FloridsdorferAC/Mannschaften/Saison-2025-26/U10-B/Kader/;https://vereine.oefb.at/PostSvWien/Mannschaften/Saison-2025-26/U10-B/Kader/;FAC-Platz;Hopfengasse 8, 1210 Wien, Aufgrund der begrenzten Parkplatzanzahl wird eine Anreise mit öffentlichen Verkehrsmitteln empfohlen. Sollten Sie mit dem Auto anreisen, nehmen Sie von der A22 beim Knoten Floridsdorf die Ausfahrt in Richtung B7 - Brno/Tschechien/Mistelbach/Prager Straße und direkt später die Ausfahrt in Richtung B3-Prager Straße. Biegen Sie links auf die Prager Straße ab und folgen Sie ihr etwa 500 Meter, dann biegen Sie rechts in die Koloniestraße ein. Nach 600 Meter biegen Sie links in die Lokomotivgasse und danach noch einmal links in die Hopfengasse ein. Nach etwa 300 Metern sind Sie am Ziel.;48.269916;16.3925;https://www.oefb.at/bewerbe/Spiel/3908344/?FAC-Wien-B-vs-Post-SV-B;https://www.oefb.at/bewerbe/Spiel/3908344/?FAC-Wien-B-vs-Post-SV-B
